ComponentID,JSON_Short,JSON_All,Name,Star_Name2,Star_Name3,NameQuality?,StarNameLen,HasSpaces,Has+-,Mass,Diameter,MassKG,DiamKM,IsClosed,LastUpdated,MassSource,DiameterSource,IsDiameterArcsec,Star_RA,Star_DEC,theta,phi,loc_x,loc_y,loc_z,gal_x,gal_y,gal_z,Star_Distance,Star_Mass,Star_Diameter,Star_Spectra,Star_Luminocity,Luminosity Fixed,Age,Metallicity,ProperMotion,PMAngle,RadialVelocity,Temp (K),StarType,ColorCode,PointsOfInterest,,,,,,,,,,
27501," { starName:""A"", id:27501, galX:-27.563, galY:3.339, galZ:-14.582,  dist:31.36, color:0xffbb7b}, "," { starName:""A"", id:27501, mass:0, diameter:0, galX:-27.563, galY:3.339, galZ:-14.582,  dist:31.36, starType:""M4(V)"", temp:2850, color:0xffbb7b}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,10/19/1998 0:00,,,0,3.830277778,16.87833333,1.002764377,1.276213838,16.14412896,25.29652821,9.105073354,-27.563,3.339,-14.582,31.36,0,0,M4.5,V?,V,0,0,0.766,147.5,0,2850,M4(V),0xffbb7b,0,,,,,,,,,,
27601," { starName:""A"", id:27601, galX:-332.184, galY:87.364, galZ:-118.1,  dist:363.21, color:0xfff1df}, "," { starName:""A"", id:27601, mass:0, diameter:0, galX:-332.184, galY:87.364, galZ:-118.1,  dist:363.21, starType:""G8(V)"", temp:5280, color:0xfff1df}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,10/19/1998 0:00,,,0,3.893821667,28.14818889,1.019400129,1.079517752,167.7733426,272.7898137,171.3456365,-332.184,87.364,-118.1,363.21,0,0,G8,V,V,0,0,0.105,93.3,20.3,5280,G8(V),0xfff1df,0,,,,,,,,,,
27701," { starName:""A"", id:27701, galX:-55.592, galY:40.965, galZ:7.537,  dist:69.47, color:0xffebd1}, "," { starName:""A"", id:27701, mass:0, diameter:1155360, galX:-55.592, galY:40.965, galZ:7.537,  dist:69.47, starType:""K0(V)"", temp:5050, color:0xffebd1}, ",A,,A,1,0,1,0,,8.30E-01,0.00E+00," 1,155,360 ",0,11/1/1998 0:00,,Fracassini,0,3.917744444,61.16679722,1.025663097,0.503234322,17.37222263,28.64675903,60.85762054,-55.592,40.965,7.537,69.47,0,0.83,K0,V,V,0,0,0.506,118.2,47.9,5050,K0(V),0xffebd1,0,,,,,,,,,,
27801," { starName:""A"", id:27801, galX:-59.732, galY:6.09, galZ:-30.717,  dist:67.44, color:0xfff4e8}, "," { starName:""A"", id:27801, mass:0, diameter:0, galX:-59.732, galY:6.09, galZ:-30.717,  dist:67.44, starType:""G5(V)"", temp:5520, color:0xfff4e8}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,10/19/1998 0:00,,,0,3.907781667,16.61596944,1.023054848,1.280792952,33.6535724,55.16960901,19.28483618,-59.732,6.09,-30.717,67.44,0,0,G5,V?,V,0,0,0.274,128.4,22.2,5520,G5(V),0xfff4e8,0,,,,,,,,,,
27901," { starName:""A"", id:27901, galX:-56.726, galY:40.142, galZ:6.275,  dist:69.78, color:0xfff8f8}, "," { starName:""A"", id:27901, mass:0, diameter:0, galX:-56.726, galY:40.142, galZ:6.275,  dist:69.78, starType:""G0(V)"", temp:5920, color:0xfff8f8}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,10/19/1998 0:00,,,0,3.936553889,59.64197778,1.030587398,0.529847442,18.13831805,30.24496405,60.21205833,-56.726,40.142,6.275,69.78,0,0,G0,V?,V,0,0,0.31,303.9,0,5920,G0(V),0xfff8f8,0,,,,,,,,,,
28001," { starName:""A"", id:28001, galX:-34.274, galY:-9.108, galZ:-30.436,  dist:46.73, color:0xffc891}, "," { starName:""A"", id:28001, mass:0, diameter:0, galX:-34.274, galY:-9.108, galZ:-30.436,  dist:46.73, starType:""M0(V)"", temp:3530, color:0xffc891}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,10/19/1998 0:00,,,0,3.9098475,-5.173847222,1.023595682,1.661096996,24.21449503,39.74409622,-4.214017812,-34.274,-9.108,-30.436,46.73,0,0,M0,V,V,0,0,0.531,357.6,64.5,3530,M0(V),0xffc891,0,,,,,,,,,,
28101," { starName:""A"", id:28101, galX:-64.319, galY:-54.91, galZ:-94.18,  dist:126.57, color:0xfff1df}, "," { starName:""A"", id:28101, mass:0, diameter:0, galX:-64.319, galY:-54.91, galZ:-94.18,  dist:126.57, starType:""G8(V)"", temp:5280, color:0xfff1df}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,10/19/1998 0:00,,,0,3.941291667,-24.81866389,1.031827745,2.003963728,58.96233096,98.59452249,-53.12747466,-64.319,-54.91,-94.18,126.57,0,0,G8,V,V,0,0,0.295,159.7,0,5280,G8(V),0xfff1df,0,,,,,,,,,,
28201," { starName:""A"", id:28201, galX:-34.344, galY:35.845, galZ:15.897,  dist:52.13, color:0xffd7ae}, "," { starName:""A"", id:28201, mass:0, diameter:1085760, galX:-34.344, galY:35.845, galZ:15.897,  dist:52.13, starType:""K4(V)"", temp:4450, color:0xffd7ae}, ",A,,A,1,0,1,0,,7.80E-01,0.00E+00," 1,085,760 ",0,11/1/1998 0:00,,Fracassini,0,4.022111111,76.15938611,1.052986227,0.241564283,6.172694616,10.83579676,50.61640297,-34.344,35.845,15.897,52.13,0,0.78,K4,V,V,0,0,0.637,147.3,20,4450,K4(V),0xffd7ae,0,,,,,,,,,,
28301," { starName:""A"", id:28301, galX:-16.081, galY:-33.755, galZ:-43.725,  dist:57.53, color:0xffd7ae}, "," { starName:""A"", id:28301, mass:0, diameter:0, galX:-16.081, galY:-33.755, galZ:-43.725,  dist:57.53, starType:""K4(V)"", temp:4450, color:0xffd7ae}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,10/19/1998 0:00,,,0,3.943446944,-40.65648889,1.032391996,2.28038592,22.37916261,37.46954819,-37.48208824,-16.081,-33.755,-43.725,57.53,0,0,K4,V,V,0,0,0.105,28,0,4450,K4(V),0xffd7ae,0,,,,,,,,,,
28401," { starName:""A"", id:28401, galX:-68.258, galY:15.249, galZ:-25.581,  dist:74.47, color:0xffbb7b}, "," { starName:""A"", id:28401, mass:0, diameter:0, galX:-68.258, galY:15.249, galZ:-25.581,  dist:74.47, starType:""M4(V)"", temp:2850, color:0xffbb7b}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,10/19/1998 0:00,,,0,3.946944444,25.95333333,1.033307639,1.117825208,34.28208446,57.51824156,32.59097226,-68.258,15.249,-25.581,74.47,0,0,M4,V,V,0,0,0.778,107.5,94,2850,M4(V),0xffbb7b,0,,,,,,,,,,
28501," { starName:""A"", id:28501, galX:-48.659, galY:-1.788, galZ:-30.628,  dist:57.52, color:0xffc97f}, "," { starName:""A"", id:28501, mass:0, diameter:0, galX:-48.659, galY:-1.788, galZ:-30.628,  dist:57.52, starType:""DC(wd)"", temp:5000, color:0xffc97f}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,10/19/1998 0:00,,,0,3.962777778,8.1,1.037452796,1.429424657,28.95230124,49.03702154,8.104638861,-48.659,-1.788,-30.628,57.52,0,0,DC9,wd,wd,0,0,0.519,222.1,0,5000,DC(wd),0xffc97f,0,,,,,,,,,,
28601," { starName:""A"", id:28601, galX:-55.901, galY:18.378, galZ:-12.888,  dist:60.24, color:0xffe0bc}, "," { starName:""A"", id:28601, mass:0, diameter:0, galX:-55.901, galY:18.378, galZ:-12.888,  dist:60.24, starType:""K1(V)"", temp:4900, color:0xffe0bc}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,10/19/1998 0:00,,,0,4.054175,35.27353889,1.061380533,0.955156934,23.98357523,42.93576783,34.78743394,-55.901,18.378,-12.888,60.24,0,0,K1,V,V,0,0.0278052,2.201,127.7,-25.6,4900,K1(V),0xffe0bc,0,,,,,,,,,,
28701," { starName:""A"", id:28701, galX:-49.919, galY:-9.259, galZ:-36.833,  dist:62.72, color:0xf6f3ff}, "," { starName:""A"", id:28701, mass:0, diameter:835, galX:-49.919, galY:-9.259, galZ:-36.833,  dist:62.72, starType:""F6(V)"", temp:6450, color:0xf6f3ff}, ",A,,A,1,0,1,0,,6.00E-04,0.00E+00, 835 ,0,11/1/1998 0:00,,Fracassini,1,4.043533056,0.268897222,1.058594478,1.566103185,30.73859004,54.67038356,0.294352778,-49.919,-9.259,-36.833,62.72,0,0.0006,F6,V,V,0,0,0.288,150.3,17.7,6450,F6(V),0xf6f3ff,0,,,,,,,,,,
28801," { starName:""A"", id:28801, galX:-119.723, galY:-22.981, galZ:-87.225,  dist:149.89, color:0xfff1df}, "," { starName:""A"", id:28801, mass:0, diameter:1141440, galX:-119.723, galY:-22.981, galZ:-87.225,  dist:149.89, starType:""G8(V)"", temp:5280, color:0xfff1df}, ",A,,A,1,0,1,0,,8.20E-01,0.00E+00," 1,141,440 ",0,11/1/1998 0:00,,Fracassini,0,4.075194722,0.245538889,1.066883483,1.566510865,72.37457671,131.2574575,0.642345941,-119.723,-22.981,-87.225,149.89,0,0.82,G8,V?,V,0,0,0.408,209,-38,5280,G8(V),0xfff1df,0,,,,,,,,,,
28901," { starName:""39 Tauri"", id:28901, galX:-50.241, galY:7.185, galZ:-20.002,  dist:54.55, color:0xfff4e8}, "," { starName:""39 Tauri"", id:28901, mass:0, diameter:1308480, galX:-50.241, galY:7.185, galZ:-20.002,  dist:54.55, starType:""G5(V)"", temp:5520, color:0xfff4e8}, ",39 Tauri,39 Tauri,39 Tauri,5,1,0,1,,9.40E-01,0.00E+00," 1,308,480 ",0,11/1/1998 0:00,,Fracassini,0,4.088952778,22.00836111,1.070485334,1.186677962,24.26069891,44.37610466,20.44217023,-50.241,7.185,-20.002,54.55,0,0.94,G5,V,V,500,0,0.222,129,23.9,5520,G5(V),0xfff4e8,0,,,,,,,,,,
29001," { starName:""A"", id:29001, galX:-43.368, galY:-4.073, galZ:-27.984,  dist:51.77, color:0xffcd75}, "," { starName:""A"", id:29001, mass:0, diameter:0, galX:-43.368, galY:-4.073, galZ:-27.984,  dist:51.77, starType:""M5(V)"", temp:2680, color:0xffcd75}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,10/19/1998 0:00,,,0,4.049722222,5.61,1.060214799,1.472883356,25.17803214,44.95094329,5.06085909,-43.368,-4.073,-27.984,51.77,0,0,M5e,V,V,0,0,0.152,146,0,2680,M5(V),0xffcd75,0,,,,,,,,,,
29101," { starName:""CD -27°154"", id:29101, galX:-70.54, galY:-66.683, galZ:-102.043,  dist:140.83, color:0xe9eaff}, "," { starName:""CD -27°154"", id:29101, mass:0, diameter:571, galX:-70.54, galY:-66.683, galZ:-102.043,  dist:140.83, starType:""F1(V)"", temp:7200, color:0xe9eaff}, ",CD -27°154,,CD -27°154,2,1,0,0,,4.10E-04,0.00E+00, 571 ,0,11/7/1998 0:00,,Fracassini,1,4.093735278,-26.34820278,1.07173739,2.030659217,60.39908239,110.8074955,-62.50390932,-70.54,-66.683,-102.043,140.83,0,0.00041,F1,IV,V,0,0,0.222,64.1,63.3,7200,F1(V),0xe9eaff,0,,,,,,,,,,
29201," { starName:""BD +69°238"", id:29201, galX:-44.206, galY:38.404, galZ:13.987,  dist:60.21, color:0xffe3c4}, "," { starName:""BD +69°238"", id:29201, mass:0, diameter:1085760, galX:-44.206, galY:38.404, galZ:13.987,  dist:60.21, starType:""K2(V)"", temp:4750, color:0xffe3c4}, ",BD +69°238,,BD +69°238,2,1,0,0,,7.80E-01,0.00E+00," 1,085,760 ",0,11/7/1998 0:00,,Fracassini,0,4.1597325,69.54135833,1.089015422,0.357070658,9.751496864,18.64971193,56.41223851,-44.206,38.404,13.987,60.21,0,0.78,K2,V,V,0,0,0.308,165.1,-10.8,4750,K2(V),0xffe3c4,0,,,,,,,,,,
29301," { starName:""50 Persei"", id:29301, galX:-64.746, galY:22.713, galZ:-11.608,  dist:69.59, color:0xf6f3ff}, "," { starName:""50 Persei"", id:29301, mass:0, diameter:1489440, galX:-64.746, galY:22.713, galZ:-11.608,  dist:69.59, starType:""F7(V)"", temp:6300, color:0xf6f3ff}, ",50 Persei,50 Persei,50 Persei,5,1,0,1,,1.07E+00,0.00E+00," 1,489,440 ",0,11/7/1998 0:00,,Fracassini,0,4.143506389,38.03972222,1.084767436,0.906877927,25.60180001,48.46090653,42.88188982,-64.746,22.713,-11.608,69.59,0,1.07,F7,V,V,0,0,0.261,139.9,26.2,6300,F7(V),0xf6f3ff,0,,,,,,,,,,
29401," { starName:""CPD -64°30"", id:29401, galX:6.033, galY:-56.018, galZ:-50.463,  dist:75.64, color:0xfff3e9}, "," { starName:""CPD -64°30"", id:29401, mass:0, diameter:668, galX:6.033, galY:-56.018, galZ:-50.463,  dist:75.64, starType:""G3(V)"", temp:5680, color:0xfff3e9}, ",CPD -64°30,,CPD -64°30,3,1,1,0,,4.80E-04,0.00E+00, 668 ,0,11/7/1998 0:00,,Fracassini,1,4.122644722,-63.77755556,1.079305864,2.68392466,15.7732344,29.46592825,-67.85553587,6.033,-56.018,-50.463,75.64,0,0.00048,G3,V,V,3000,0.85,0.389,32.5,27.5,5680,G3(V),0xfff3e9,0,,,,,,,,,,
29501," { starName:""BD -8°801"", id:29501, galX:-137.181, galY:-45.69, galZ:-112.584,  dist:183.24, color:0xfff5ec}, "," { starName:""BD -8°801"", id:29501, mass:0, diameter:0, galX:-137.181, galY:-45.69, galZ:-112.584,  dist:183.24, starType:""G2(V)"", temp:5760, color:0xfff5ec}, ",BD -8°801,,BD -8°801,2,1,0,0,,,0.00E+00, -   ,0,11/7/1998 0:00,,,0,4.161363333,-6.107141667,1.089442373,1.677386057,84.35492781,161.4964603,-19.49453902,-137.181,-45.69,-112.584,183.24,0,0,G2,IV-V,V,0,0,0.114,18.1,-9.4,5760,G2(V),0xfff5ec,0,,,,,,,,,,
29601," { starName:""BD +75°166"", id:29601, galX:-57.05, galY:58.485, galZ:27.238,  dist:86.13, color:0xfff4e8}, "," { starName:""BD +75°166"", id:29601, mass:0, diameter:0, galX:-57.05, galY:58.485, galZ:27.238,  dist:86.13, starType:""G5(V)"", temp:5520, color:0xfff4e8}, ",BD +75°166,,BD +75°166,2,1,0,0,,,0.00E+00, -   ,0,11/7/1998 0:00,,,0,4.2538275,76.28809722,1.113649435,0.23931785,9.011525136,18.31981978,83.67528618,-57.05,58.485,27.238,86.13,0,0,G5,V?,V,0,0,0.239,166.4,10.4,5520,G5(V),0xfff4e8,0,,,,,,,,,,
29701," { starName:""Ross 28"", id:29701, galX:-37.817, galY:21.112, galZ:0.775,  dist:43.32, color:0xffce81}, "," { starName:""Ross 28"", id:29701, mass:0, diameter:0, galX:-37.817, galY:21.112, galZ:0.775,  dist:43.32, starType:""M3(V)"", temp:3020, color:0xffce81}, ",Ross 28,,Ross 28,6,1,1,1,,,0.00E+00, -   ,0,11/7/1998 0:00,,,0,4.1525,52.49472222,1.087121958,0.654590584,12.26516885,23.34932553,34.36563735,-37.817,21.112,0.775,43.32,0,0,M3.5,V,V,0,0,0.91,203.7,0,3020,M3(V),0xffce81,0,,,,,,,,,,
29801," { starName:""BD +58°724"", id:29801, galX:-76.231, galY:48.911, galZ:9.539,  dist:91.08, color:0xffdabf}, "," { starName:""BD +58°724"", id:29801, mass:0, diameter:1071840, galX:-76.231, galY:48.911, galZ:9.539,  dist:91.08, starType:""K3(V)"", temp:4600, color:0xffdabf}, ",BD +58°724,,BD +58°724,2,1,0,0,,7.70E-01,0.00E+00," 1,071,840 ",0,11/7/1998 0:00,,Fracassini,0,4.258996111,58.52224722,1.115002575,0.549390427,20.93429624,42.70380373,77.67693858,-76.231,48.911,9.539,91.08,0,0.77,K3,V,V,0,0,0.287,139.4,21.9,4600,K3(V),0xffdabf,0,,,,,,,,,,
29901," { starName:""BD +2°665"", id:29901, galX:-90.84, galY:-15.77, galZ:-57.494,  dist:108.65, color:0xffdabf}, "," { starName:""BD +2°665"", id:29901, mass:0, diameter:1030080, galX:-90.84, galY:-15.77, galZ:-57.494,  dist:108.65, starType:""K3(V)"", temp:4600, color:0xffdabf}, ",BD +2°665,,BD +2°665,2,1,0,0,,7.40E-01,0.00E+00," 1,030,080 ",0,11/7/1998 0:00,,Fracassini,0,4.241736111,3.021966667,1.110483917,1.518053059,48.19825645,97.20566723,5.727899535,-90.84,-15.77,-57.494,108.65,0,0.74,K3,V,V,0,0,0.28,19.7,53.3,4600,K3(V),0xffdabf,0,,,,,,,,,,
30001," { starName:""BD -4°782"", id:30001, galX:-55.371, galY:-16.495, galZ:-41.12,  dist:70.91, color:0xffdba7}, "," { starName:""BD -4°782"", id:30001, mass:0, diameter:0, galX:-55.371, galY:-16.495, galZ:-41.12,  dist:70.91, starType:""K5(V)"", temp:4300, color:0xffdba7}, ",BD -4°782,,BD -4°782,2,1,0,0,,,0.00E+00, -   ,0,11/7/1998 0:00,,,0,4.252648889,-3.581608333,1.113340876,1.633307185,31.25740979,63.4947216,-4.429758661,-55.371,-16.495,-41.12,70.91,0,0,K5,V,V,0,0,0.133,136.8,0,4300,K5(V),0xffdba7,0,,,,,,,,,,
30101," { starName:""Rob 270"", id:30101, galX:-30.061, galY:-2.405, galZ:-16.407,  dist:34.33, color:0xffbb7b}, "," { starName:""Rob 270"", id:30101, mass:0, diameter:0, galX:-30.061, galY:-2.405, galZ:-16.407,  dist:34.33, starType:""M4(V)"", temp:2850, color:0xffbb7b}, ",Rob 270,,Rob 270,6,1,1,1,,,0.00E+00, -   ,0,11/7/1998 0:00,,,0,4.243055556,8.704722222,1.110829347,1.418870264,15.06418274,30.40765098,5.195580807,-30.061,-2.405,-16.407,34.33,0,0,M4e,V,V,0,0,0.379,159,0,2850,M4(V),0xffbb7b,0,,,,,,,,,,
30201," { starName:""CPD -53°67"", id:30201, galX:-4.636, galY:-30.14, galZ:-29.832,  dist:42.66, color:0xffdba7}, "," { starName:""CPD -53°67"", id:30201, mass:0, diameter:1057920, galX:-4.636, galY:-30.14, galZ:-29.832,  dist:42.66, starType:""K5(V)"", temp:4300, color:0xffdba7}, ",CPD -53°67,,CPD -53°67,3,1,1,0,,7.60E-01,0.00E+00," 1,057,920 ",0,11/7/1998 0:00,,Fracassini,0,4.265818333,-52.69013056,1.116788628,2.490412588,11.34025998,23.23787844,-33.93044516,-4.636,-30.14,-29.832,42.66,0,0.76,K5,V,V,0,0,0.881,63.1,-23.2,4300,K5(V),0xffdba7,0,,,,,,,,,,
30301," { starName:""Gamma Doradus"", id:30301, galX:-9.56, galY:-45.997, galZ:-46.655,  dist:66.21, color:0xf1efff}, "," { starName:""Gamma Doradus"", id:30301, mass:0, diameter:1239, galX:-9.56, galY:-45.997, galZ:-46.655,  dist:66.21, starType:""F4(III)"", temp:6750, color:0xf1efff}, ",Gamma Dor,Gamma Doradus,Gamma Doradus,6,1,1,1,,8.90E-04,0.00E+00," 1,239 ",0,11/7/1998 0:00,,Fracassini,1,4.267111389,-50.51335278,1.117127149,2.452420649,18.45226055,37.84392288,-51.09907712,-9.56,-45.997,-46.655,66.21,0,0.00089,F4,III,III,0,0,0.212,28.2,25.2,6750,F4(III),0xf1efff,0,,,,,,,,,,
30401," { starName:""Epsilon Reticuli"", id:30401, galX:-0.598, galY:-43.714, galZ:-40.329,  dist:59.48, color:0xffe3c4}, "," { starName:""Epsilon Reticuli"", id:30401, mass:0, diameter:3243, galX:-0.598, galY:-43.714, galZ:-40.329,  dist:59.48, starType:""K2(V)"", temp:4750, color:0xffe3c4}, ",Eps Ret,Epsilon Reticuli,Epsilon Reticuli,6,1,1,1,,2.33E-03,0.00E+00," 3,243 ",0,11/7/1998 0:00,,Fracassini,1,4.274702778,-58.698,1.11911457,2.595269691,13.48841826,27.80366553,-50.82213254,-0.598,-43.714,-40.329,59.48,0,0.00233,K2,IV,V,0,0,0.17,197.5,29.3,4750,K2(V),0xffe3c4,0,,,,,,,,,,
30501," { starName:""BD +51°913"", id:30501, galX:-176.805, galY:91.284, galZ:7.183,  dist:199.12, color:0xfff4e8}, "," { starName:""BD +51°913"", id:30501, mass:0, diameter:0, galX:-176.805, galY:91.284, galZ:7.183,  dist:199.12, starType:""G5(V)"", temp:5520, color:0xfff4e8}, ",BD +51°913,,BD +51°913,2,1,0,0,,,0.00E+00, -   ,0,11/7/1998 0:00,,,0,4.377113056,51.94170833,1.145925518,0.664242497,50.5979633,111.8366201,156.7838988,-176.805,91.284,7.183,199.12,0,0,G5,0,V,0,0,0.175,119.1,0,5520,G5(V),0xfff4e8,0,,,,,,,,,,
30601," { starName:""LP 415-636"", id:30601, galX:-29.214, galY:1.796, galZ:-11.261,  dist:31.36, color:0xffbb7b}, "," { starName:""LP 415-636"", id:30601, mass:0, diameter:0, galX:-29.214, galY:1.796, galZ:-11.261,  dist:31.36, starType:""M4(V)"", temp:2850, color:0xffbb7b}, ",LP 415-636,,LP 415-636,2,1,0,0,,,0.00E+00, -   ,0,11/7/1998 0:00,,,0,4.320277778,19.14166667,1.131046077,1.236711219,12.61224218,26.80743901,10.28310076,-29.214,1.796,-11.261,31.36,0,0,M4.5e,V,V,0,0,0.119,260,0,2850,M4(V),0xffbb7b,0,,,,,,,,,,
30701," { starName:""L 302-89"", id:30701, galX:-5.332, galY:-18.075, galZ:-18.659,  dist:26.52, color:0xffc97f}, "," { starName:""L 302-89"", id:30701, mass:0, diameter:0, galX:-5.332, galY:-18.075, galZ:-18.659,  dist:26.52, starType:""DA(wd)"", temp:5000, color:0xffc97f}, ",L 302-89,,L 302-89,2,1,0,0,,,0.00E+00, -   ,0,11/7/1998 0:00,,,0,4.326666667,-47.23166667,1.132718685,2.395144421,7.638994301,16.30750662,-19.46847179,-5.332,-18.075,-18.659,26.52,0,0,DA8,wd,wd,0,0,0.556,175.6,0,5000,DA(wd),0xffc97f,0,,,,,,,,,,
30801," { starName:""BD +9°568"", id:30801, galX:-274.482, galY:-25.814, galZ:-137.329,  dist:307.99, color:0xfff4e8}, "," { starName:""BD +9°568"", id:30801, mass:0, diameter:0, galX:-274.482, galY:-25.814, galZ:-137.329,  dist:307.99, starType:""G5(V)"", temp:5520, color:0xfff4e8}, ",BD +9°568,,BD +9°568,2,1,0,0,,,0.00E+00, -   ,0,11/7/1998 0:00,,,0,4.383036389,9.402986111,1.147476243,1.40668326,124.8191739,277.030779,50.31859916,-274.482,-25.814,-137.329,307.99,0,0,G5,0,V,0,0,0.079,314.4,0,5520,G5(V),0xfff4e8,0,,,,,,,,,,
30901," { starName:""W 169"", id:30901, galX:-36.502, galY:-1.937, galZ:-16.901,  dist:40.27, color:0xffc97f}, "," { starName:""W 169"", id:30901, mass:0, diameter:0, galX:-36.502, galY:-1.937, galZ:-16.901,  dist:40.27, starType:""DC(wd)"", temp:5000, color:0xffc97f}, ",W 169,,W 169,5,1,0,1,,,0.00E+00, -   ,0,11/7/1998 0:00,,,0,4.385277778,12.08666667,1.148063038,1.359844198,16.15471859,35.91095057,8.432176244,-36.502,-1.937,-16.901,40.27,0,0,DC8,wd,wd,0,0,0.261,210,0,5000,DC(wd),0xffc97f,0,,,,,,,,,,
31001," { starName:""W 482"", id:31001, galX:-65.163, galY:-11.521, galZ:-37.079,  dist:75.85, color:0xffc97f}, "," { starName:""W 482"", id:31001, mass:0, diameter:0, galX:-65.163, galY:-11.521, galZ:-37.079,  dist:75.85, starType:""DC(wd)"", temp:5000, color:0xffc97f}, ",W 482,,W 482,5,1,0,1,,,0.00E+00, -   ,0,11/7/1998 0:00,,,0,4.394444444,4.438333333,1.150462865,1.493332797,30.85890545,69.03981948,5.869734316,-65.163,-11.521,-37.079,75.85,0,0,DC9,wd,wd,0,0,0.856,132.3,0,5000,DC(wd),0xffc97f,0,,,,,,,,,,
31101," { starName:""CPD -64°33"", id:31101, galX:10.028, galY:-107.575, galZ:-90.606,  dist:141.01, color:0xfff4e8}, "," { starName:""CPD -64°33"", id:31101, mass:0, diameter:0, galX:10.028, galY:-107.575, galZ:-90.606,  dist:141.01, starType:""G5(V)"", temp:5520, color:0xfff4e8}, ",CPD -64°33,,CPD -64°33,3,1,1,0,,,0.00E+00, -   ,0,11/7/1998 0:00,,,0,4.419333333,-63.92005556,1.156978761,2.686411754,24.92724957,56.75894171,-126.6525754,10.028,-107.575,-90.606,141.01,0,0,G5,V,V,0,0,0.333,350,52.7,5520,G5(V),0xfff4e8,0,,,,,,,,,,
31201," { starName:""BD +21°652"", id:31201, galX:-35.595, galY:2.597, galZ:-11.249,  dist:37.42, color:0xffc690}, "," { starName:""BD +21°652"", id:31201, mass:0, diameter:988320, galX:-35.595, galY:2.597, galZ:-11.249,  dist:37.42, starType:""K7(V)"", temp:4000, color:0xffc690}, ",BD +21°652,,BD +21°652,2,1,0,0,,7.10E-01,0.00E+00," 988,320 ",0,11/7/1998 0:00,,Fracassini,0,4.483364167,21.92263611,1.173741994,1.188174146,13.42407068,32.01349966,13.97091858,-35.595,2.597,-11.249,37.42,0,0.71,K7,V,V,0,0,0.185,337.4,-31.4,4000,K7(V),0xffc690,0,,,,,,,,,,
31301," { starName:""Ross 594"", id:31301, galX:-32.175, galY:10.456, galZ:-3.476,  dist:34.01, color:0xffbb7b}, "," { starName:""Ross 594"", id:31301, mass:0, diameter:0, galX:-32.175, galY:10.456, galZ:-3.476,  dist:34.01, starType:""M4(V)"", temp:2850, color:0xffbb7b}, ",Ross 594,,Ross 594,6,1,1,1,,,0.00E+00, -   ,0,11/7/1998 0:00,,,0,4.449722222,39.74805556,1.164934554,0.877061886,10.32392349,24.02476542,21.74643305,-32.175,10.456,-3.476,34.01,0,0,M4.5,V,V,0,0,0.588,154.3,0,2850,M4(V),0xffbb7b,0,,,,,,,,,,
31401," { starName:""BD +15°637"", id:31401, galX:-135.216, galY:-1.791, galZ:-51.504,  dist:144.7, color:0xc7d4ff}, "," { starName:""BD +15°637"", id:31401, mass:0, diameter:835, galX:-135.216, galY:-1.791, galZ:-51.504,  dist:144.7, starType:""A6(V)"", temp:8250, color:0xc7d4ff}, ",BD +15°637,,BD +15°637,2,1,0,0,,6.00E-04,0.00E+00, 835 ,0,11/7/1998 0:00,,Fracassini,1,4.509341667,16.19394444,1.180542888,1.288158677,52.86308294,128.5108247,40.3553268,-135.216,-1.791,-51.504,144.7,0,0.0006,A6,IV,V,0,0,0.1,110.5,41,8250,A6(V),0xc7d4ff,0,,,,,,,,,,
31501," { starName:""BD +64°458"", id:31501, galX:-71.413, galY:51.245, galZ:18.353,  dist:89.8, color:0xfff8f8}, "," { starName:""BD +64°458"", id:31501, mass:0, diameter:0, galX:-71.413, galY:51.245, galZ:18.353,  dist:89.8, starType:""G0(V)"", temp:5920, color:0xfff8f8}, ",BD +64°458,,BD +64°458,2,1,0,0,,,0.00E+00, -   ,0,11/7/1998 0:00,,,0,4.5650825,64.63321667,1.195135804,0.44273389,14.11463734,35.78856011,81.14182632,-71.413,51.245,18.353,89.8,0,0,G0,V-VI,V,0,0,0.088,299.3,0,5920,G0(V),0xfff8f8,0,,,,,,,,,,
31601," { starName:""BD +5°678"", id:31601, galX:-76.72, galY:-14.602, galZ:-39.178,  dist:87.37, color:0xffe0bc}, "," { starName:""BD +5°678"", id:31601, mass:0, diameter:1155360, galX:-76.72, galY:-14.602, galZ:-39.178,  dist:87.37, starType:""K1(V)"", temp:4900, color:0xffe0bc}, ",BD +5°678,,BD +5°678,2,1,0,0,,8.30E-01,0.00E+00," 1,155,360 ",0,11/7/1998 0:00,,Fracassini,0,4.56401,5.385033333,1.194855024,1.476809765,31.93616845,80.90961554,8.199521759,-76.72,-14.602,-39.178,87.37,0,0.83,K1,V,V,0,0,0.281,196.7,0,4900,K1(V),0xffe0bc,0,,,,,,,,,,
